0,1.0664,5.8823,0.8879,7.9398,
1,1.0396,5.7513,0.8903,7.8108,
2,1.0527,5.7459,0.8948,7.8208,
3,1.1034,5.7653,1.0138,8.003,
4,1.0451,5.9194,0.889,7.9773,
5,1.0326,5.763,0.8877,7.8088,
6,1.0291,5.7948,0.9997,7.9497,
7,1.0445,5.809,0.9898,7.9756,
8,1.4877,5.8682,0.9847,8.4882,
9,1.0723,5.8069,0.9893,8.004,
10,1.04,5.8736,0.983,8.0293,
11,1.0342,5.8673,1.094,8.1301,
12,1.0383,5.8253,1.0131,8.0111,
13,1.5053,5.9591,1.0356,8.6289,
14,1.0568,6.0386,1.0362,8.2646,
15,1.3673,6.0915,1.0433,8.6382,
16,1.5958,6.1468,1.0666,8.9452,
17,1.3803,6.1577,1.0301,8.7078,
18,1.4166,6.1662,1.0538,8.769,
19,1.3899,6.2779,1.0588,8.8593,
20,1.4599,6.2797,1.0699,8.9419,
21,1.4686,6.4216,1.043,9.0645,
22,1.4697,6.4936,1.0751,9.1716,
23,1.4662,6.4491,1.0558,9.1035,
24,1.7398,6.5711,1.0533,9.5073,
25,1.5117,6.631,1.0794,9.3583,
26,1.4996,6.667,1.0438,9.3422,
27,1.521,6.7527,1.0559,9.4638,
28,1.8157,6.8666,1.0608,9.884,
29,1.5837,6.9587,1.0799,9.7589,
30,1.6237,6.8905,1.0532,9.6966,
31,1.6136,7.0579,1.0436,9.846,
32,1.959,7.0869,1.0415,10.2222,
33,1.7447,7.0773,1.0806,10.0404,
34,1.6355,7.2351,1.0494,10.0547,
35,1.6585,7.2697,1.09,10.1462,
36,1.67,7.4574,1.067,10.3233,
37,1.6745,7.3683,1.0634,10.2349,
38,1.69,7.5617,1.0873,10.4704,
39,1.7044,7.5888,1.1074,10.5292,
40,2.0092,7.7751,1.0888,11.0111,
41,1.7274,7.8257,1.0908,10.7762,
42,1.7524,7.9343,1.1078,10.9239,
43,1.784,7.9675,1.1104,10.9869,
44,1.7821,8.145,1.1207,11.174,
45,1.9441,8.2767,1.1263,11.4758,
46,1.8174,8.4134,1.1424,11.5081,
47,1.7978,8.3692,1.1495,11.4426,
48,2.1405,8.6261,1.1544,12.0588,
49,1.8504,8.4888,1.169,11.6321,
50,1.8577,8.6355,1.1705,11.7924,
51,1.8428,8.6212,1.1695,11.7634,
52,1.8394,8.6692,1.166,11.8025,
53,1.8717,8.7534,1.1728,11.9198,
54,1.8588,8.7516,1.1817,11.9161,
55,1.8678,8.6779,1.2443,11.9178,
56,2.1554,8.7414,1.1761,12.2084,
57,1.849,8.7117,1.1892,11.8819,
58,1.9011,8.7405,1.1971,11.9622,
59,1.8943,8.7434,1.187,11.9553,
60,1.9324,8.7766,1.1816,12.0203,
61,1.8787,8.8702,1.1781,12.0506,
62,1.8924,8.8322,1.1759,12.0249,
63,1.8976,8.8164,1.1952,12.039,
64,2.169,8.9652,1.1784,12.4499,
65,1.9118,8.7615,1.1835,11.9831,
66,1.9052,8.7791,1.1997,12.0091,
67,1.906,8.8637,1.1822,12.0782,
68,1.9049,8.8131,1.1782,12.0233,
69,1.8917,8.9963,1.1983,12.2178,
70,1.9342,8.8791,1.2013,12.1408,
71,1.9226,8.8834,1.1947,12.1274,
72,2.1709,8.9342,1.3198,12.5628,
73,1.94,8.9272,1.2036,12.1981,
74,1.9275,8.9573,1.1938,12.2084,
75,1.9013,9.0158,1.2035,12.2456,
76,1.8987,9.0169,1.3095,12.3522,
77,1.8971,8.9383,1.2045,12.1657,
78,1.9287,9.1416,1.1998,12.397,
79,1.9251,8.9013,1.2012,12.1558,
80,2.261,8.9772,1.2275,12.5969,
81,2.0617,8.9597,1.2049,12.3524,
82,1.9648,8.9344,1.2022,12.2296,
83,1.9403,8.8807,1.2105,12.1583,
84,1.9088,8.9453,1.1949,12.1746,
85,1.9093,8.9359,1.1928,12.1684,
86,1.9099,8.992,1.2048,12.2334,
87,1.9555,9.1715,1.2018,12.456,
88,2.1805,9.0048,1.1995,12.5209,
89,2.0731,9.1413,1.2081,12.5502,
90,1.9499,9.1541,1.1918,12.4244,
91,1.9324,8.9466,1.2068,12.2136,
92,1.9319,8.912,1.2008,12.1746,
93,2.049,8.9349,1.1944,12.3064,
94,1.9469,8.9813,1.1952,12.2515,
95,1.9439,8.9883,1.2052,12.2638,
96,2.2187,9.0346,1.2014,12.5894,
97,1.954,8.9092,1.1838,12.1767,
98,1.9238,8.9386,1.216,12.208,
99,1.9438,8.8729,1.2011,12.1468,
100,1.9428,8.8539,1.1932,12.1157,
101,1.9301,8.9397,1.1976,12.1936,
102,1.941,9.0019,1.1897,12.2596,
103,1.9419,9.0022,1.25,12.3205,
104,2.2517,9.047,1.2041,12.6305,
105,1.9586,9.0481,1.1923,12.3303,
106,1.9522,8.8493,1.2903,12.2237,
107,1.9414,8.8671,1.198,12.1321,
108,1.9452,8.9395,1.1734,12.1869,
109,1.9362,8.8874,1.1838,12.1415,
110,1.9602,8.8999,1.1922,12.1785,
111,1.9304,8.8574,1.1926,12.1051,
112,2.1952,8.9707,1.2032,12.5104,
113,1.9392,8.8606,1.1881,12.1227,
114,1.9429,9.0195,1.1871,12.2753,
115,2.0254,8.8683,1.2037,12.223,
116,1.9266,8.8579,1.1753,12.086,
117,1.9414,8.8967,1.1779,12.1436,
118,1.9457,8.9774,1.1883,12.2423,
119,2.0536,8.8806,1.1909,12.2531,
120,2.153,8.8352,1.1995,12.3216,
121,1.9306,8.8278,1.1882,12.0767,
122,2.0592,8.8546,1.1924,12.2335,
123,1.9401,8.8793,1.1703,12.1201,
124,1.9376,8.8397,1.1874,12.0915,
125,1.9261,8.7634,1.1632,11.9805,
126,1.922,9.0044,1.1904,12.3035,
127,1.9364,9.044,1.1644,12.2749,
128,2.1745,8.9983,1.1644,12.4747,
129,1.9461,8.8629,1.1575,12.0983,
130,1.9378,8.7746,1.1621,12.0027,
131,1.9383,8.7604,1.1483,11.981,
132,1.9306,8.7978,1.1538,12.0088,
133,2.0605,8.7745,1.1989,12.1625,
134,1.9388,8.8302,1.1911,12.0874,
135,1.9533,8.8555,1.1693,12.1044,
136,2.1733,8.8929,1.1839,12.3801,
137,1.9464,8.8256,1.1866,12.0888,
138,1.947,8.9305,1.209,12.2149,
139,1.9854,9.0293,1.1872,12.3327,
140,2.0084,8.9148,1.1857,12.2352,
141,1.9544,8.7859,1.1708,12.039,
142,1.9434,8.6728,1.1738,11.9173,
143,1.94,8.7076,1.1519,11.9285,
144,2.1922,8.8902,1.1646,12.3845,
145,1.9555,8.7847,1.2354,12.1054,
146,1.9438,8.6727,1.1557,11.9054,
147,1.9402,8.7072,1.1466,11.9214,
148,1.9256,8.7735,1.1516,11.9797,
149,1.9415,8.6449,1.1378,11.854,
150,2.0407,8.7232,1.1361,12.0284,
151,1.9379,8.6938,1.1559,11.9157,
152,2.2217,8.7112,1.1324,12.2076,
153,2.0372,8.6506,1.1304,11.9476,
154,1.9369,8.7692,1.1275,11.9619,
155,1.9348,8.6305,1.1268,11.8201,
156,1.9228,8.7363,1.1374,11.9252,
157,1.9393,8.6386,1.1246,11.8285,
158,1.9293,8.6023,1.1405,11.8003,
159,1.9235,8.6424,1.124,11.8174,
160,2.176,8.6043,1.1224,12.0341,
161,1.9272,8.6007,1.1488,11.806,
162,2.0765,8.6322,1.1255,11.9631,
163,1.9496,8.6098,1.1423,11.829,
164,1.9128,8.5186,1.1552,11.7179,
165,1.9242,8.5707,1.1317,11.7572,
166,1.9244,8.7619,1.1166,11.9293,
167,1.9343,8.5309,1.1323,11.723,
168,2.1692,8.9637,1.1089,12.382,
169,1.9387,8.7234,1.1169,11.9094,
170,1.946,8.6169,1.1787,11.8702,
171,1.9404,8.6534,1.1726,11.8933,
172,1.9612,8.4584,1.1186,11.6641,
173,1.9448,8.6652,1.1098,11.8481,
174,1.9343,8.5092,1.1024,11.6736,
175,1.9213,8.5269,1.1071,11.6829,
176,2.1756,8.5277,1.1219,11.9582,
177,1.94,8.5629,1.1527,11.7885,
178,1.9248,8.4196,1.0912,11.5651,
179,1.9196,8.4952,1.1071,11.6491,
180,1.9164,8.514,1.1065,11.6686,
181,1.9131,8.5894,1.0843,11.7152,
182,1.9281,8.4217,1.2289,11.7044,
183,1.9038,8.3809,1.1064,11.5178,
184,2.1951,8.4544,1.0828,11.8642,
185,1.9581,8.3514,1.1328,11.5738,
186,1.917,8.5379,1.1168,11.7014,
187,1.9435,8.7,1.1032,11.8778,
188,1.9326,8.5363,1.1438,11.7409,
189,1.9139,8.4507,1.0801,11.5729,
190,1.9475,8.3601,1.1021,11.5378,
191,1.9304,8.4868,1.072,11.6164,
192,2.1555,8.3659,1.0712,11.7338,
193,1.9479,8.4746,1.1039,11.6578,
194,1.9577,8.3773,1.0711,11.5387,
195,1.9444,8.299,1.1036,11.4737,
196,1.9084,8.394,1.0902,11.5226,
197,1.9481,8.3093,1.0909,11.4752,
198,1.9312,8.3918,1.1782,11.6282,
199,1.9315,8.3489,1.1137,11.521,
200,2.1627,8.4632,1.094,11.8519,
201,1.9469,8.34,1.0956,11.5134,
202,1.928,8.3191,1.079,11.4558,
203,1.9437,8.2516,1.0879,11.4136,
204,1.9343,8.3769,1.0938,11.5313,
205,1.9397,8.2238,1.05,11.3442,
206,1.9123,8.3025,1.1596,11.5067,
207,1.9061,8.3681,1.1068,11.5102,
208,2.138,8.3053,1.0535,11.6386,
209,1.9445,8.6935,1.1612,11.9295,
210,1.9486,8.5017,1.0642,11.6414,
211,1.9342,8.3513,1.0695,11.4847,
212,1.9217,8.2392,1.0449,11.3332,
213,1.9174,8.279,1.0498,11.3723,
214,1.9011,8.2499,1.0796,11.3606,
215,1.9469,8.22,1.1072,11.4045,
216,2.1376,8.4626,1.055,11.7964,
217,1.9409,8.3916,1.0454,11.5069,
218,1.944,8.1987,1.0485,11.3202,
219,1.9365,8.3016,1.0991,11.4656,
220,1.9853,8.4421,1.1005,11.6579,
221,1.946,8.279,1.0919,11.4457,
222,1.9604,8.2476,1.0948,11.4332,
223,1.9124,8.2168,1.0633,11.3224,
224,2.1453,8.2373,1.0336,11.554,
225,1.9525,8.3756,1.0472,11.5032,
226,1.93,8.3394,1.0434,11.4427,
227,1.9594,8.3295,1.0396,11.4573,
228,1.8818,8.1365,1.0314,11.1787,
229,1.9534,8.163,1.0333,11.2791,
230,1.9192,8.1204,1.1836,11.3517,
231,1.923,8.2118,1.073,11.3353,
232,2.188,8.3255,1.088,11.7427,
233,1.9033,8.2204,1.0306,11.2842,
234,1.9458,8.1028,1.022,11.2009,
235,1.9172,8.325,1.0717,11.442,
236,1.9603,8.2061,1.0285,11.3233,
237,1.8799,8.1799,1.092,11.2811,
238,1.936,8.0921,1.0239,11.1818,
239,1.9942,8.1503,1.0554,11.3295,
240,2.1362,8.2307,1.0191,11.5255,
241,1.9571,8.1611,1.0957,11.3451,
242,1.9409,8.1587,1.0504,11.2821,
243,1.9517,8.2477,1.0484,11.3792,
244,1.8861,8.1182,1.036,11.1681,
245,1.9414,8.2348,1.1504,11.4548,
