0,0.02,0.1854,0.3205,0.314,0.165,0.1907,0.1733,0.5348,0.0002,0.0002,0.0736,0.167,1.6162,1.6407,3.1734,0.4483,5.3252,
1,0.0196,0.2123,0.3182,0.3139,0.1757,0.1821,0.188,0.5505,0.0002,0.0002,0.0665,0.1691,1.6486,1.6713,2.8324,0.3656,4.9411,
2,0.0195,0.2546,0.2992,0.3144,0.1479,0.2261,0.1751,0.5565,0.0002,0.0002,0.1026,0.1749,1.7192,1.7416,2.8229,0.4494,5.0833,
3,0.0204,0.2595,0.3086,0.3211,0.1736,0.2232,0.1803,0.5863,0.0003,0.0001,0.0666,0.1724,1.7319,1.7553,2.8442,0.5085,5.1762,
4,0.0185,0.1775,0.2935,0.3103,0.1782,0.2221,0.1859,0.5932,0.0002,0.0002,0.0737,0.1765,1.6402,1.6615,3.275,0.4879,5.4975,
5,0.0185,0.1684,0.294,0.3107,0.1765,0.1843,0.1842,0.5558,0.0003,0.0001,0.0827,0.1609,1.5888,1.6104,2.7673,0.4582,4.9043,
6,0.02,0.2572,0.288,0.3089,0.1716,0.2753,0.1967,0.6544,0.0002,0.0001,0.0728,0.1806,1.7767,1.8,3.0071,0.3513,5.2279,
7,0.0212,0.2892,0.296,0.3047,0.1908,0.2265,0.2071,0.6311,0.0002,0.0002,0.0615,0.158,1.7564,1.7806,3.158,0.4896,5.506,
8,0.0224,0.1864,0.3049,0.3143,0.1952,0.1789,0.1928,0.5753,0.0002,0.0002,0.068,0.1811,1.6427,1.6695,3.0024,0.5274,5.2904,
9,0.0195,0.3098,0.3107,0.3297,0.2009,0.2201,0.2093,0.6383,0.0003,0.0002,0.0538,0.1625,1.8206,1.8433,3.3066,0.481,5.706,
10,0.0196,0.2883,0.2922,0.3188,0.2047,0.2273,0.1993,0.6389,0.0002,0.0002,0.0734,0.1754,1.8064,1.829,3.2481,0.46,5.6122,
11,0.02,0.2897,0.3096,0.3052,0.1932,0.226,0.2075,0.6325,0.0003,0.0002,0.0653,0.1663,1.7839,1.8066,3.1174,0.6006,5.5996,
12,0.0186,0.309,0.3834,0.34,0.1971,0.1787,0.2067,0.59,0.0002,0.0001,0.0597,0.1811,1.8802,1.9018,2.9806,0.4986,5.4539,
13,0.0198,0.2685,0.2911,0.3299,0.2011,0.2255,0.2086,0.6465,0.0003,0.0002,0.0669,0.1695,1.7876,1.8104,3.1405,0.5762,5.5998,
14,0.019,0.2784,0.301,0.3088,0.1905,0.2187,0.1989,0.6127,0.0003,0.0002,0.0651,0.1673,1.751,1.7731,3.3236,0.6224,5.7903,
15,0.0196,0.278,0.3019,0.3145,0.2003,0.2166,0.2075,0.63,0.0001,0.0002,0.0845,0.1751,1.7988,1.821,3.5115,0.5863,5.9881,
16,0.0203,0.1538,0.2961,0.3202,0.1844,0.1692,0.1944,0.5553,0.0002,0.0002,0.0651,0.1645,1.5743,1.5993,3.3285,0.6085,5.614,
17,0.021,0.3128,0.3211,0.2976,0.1962,0.2215,0.2082,0.6323,0.0003,0.0002,0.0701,0.1739,1.8237,1.8477,3.4271,0.5548,5.9082,
18,0.02,0.2679,0.2882,0.3566,0.2054,0.223,0.2087,0.6436,0.0003,0.0003,0.0833,0.1731,1.827,1.8501,3.243,0.5992,5.7639,
19,0.0202,0.2701,0.3053,0.3091,0.2102,0.2259,0.2173,0.6604,0.0002,0.0002,0.062,0.1674,1.7921,1.8153,3.3442,0.5783,5.8082,
20,0.0195,0.2562,0.2765,0.3973,0.2136,0.219,0.2213,0.663,0.0002,0.0002,0.0645,0.1739,1.8459,1.8683,3.6053,0.6001,6.1469,
21,0.0212,0.2624,0.2753,0.29,0.2235,0.2108,0.2463,0.6848,0.0002,0.0002,0.0703,0.1692,1.7619,1.7861,3.7177,0.5842,6.1613,
22,0.0189,0.2661,0.2906,0.3394,0.2167,0.225,0.2231,0.6739,0.0003,0.0002,0.0744,0.1865,1.8522,1.874,3.151,0.5063,5.5999,
23,0.0192,0.27,0.2948,0.3177,0.2104,0.17,0.2199,0.6061,0.0002,0.0001,0.0639,0.1711,1.7382,1.7603,3.3934,0.5638,5.7857,
