0,4.2741,23.2192,3.5084,31.4148,
1,5.8796,22.601,3.5599,32.5194,
2,5.9323,22.6251,3.1942,32.2319,
3,4.0322,22.6694,3.2043,30.3949,
4,5.69,22.7361,3.1816,32.099,
5,5.8661,22.5966,3.5853,32.5419,
6,5.8516,22.473,3.9811,32.7962,
7,5.9297,22.7249,3.8746,33.0519,
8,5.6239,23.2714,3.9567,33.3556,
9,5.715,22.7936,3.5646,32.5946,
10,5.0877,23.2268,3.8766,32.7142,
11,5.5561,22.9076,3.9032,32.8794,
12,5.5451,22.8944,3.5449,32.5028,
13,5.7212,23.0454,4.0485,33.3428,
14,6.0749,22.9332,3.9089,33.4323,
15,6.1111,23.295,3.928,33.8465,
16,5.9818,23.613,3.5883,33.6765,
17,5.9982,23.6824,3.5779,33.7826,
18,6.0178,23.8023,3.6032,33.9462,
19,6.0328,23.7582,4.0526,34.3665,
20,6.2071,23.7046,3.729,34.1583,
21,4.595,24.2069,3.6367,32.9614,
22,6.2449,24.3087,4.0951,35.1654,
23,6.2758,24.2411,3.6639,34.6927,
24,6.685,24.9117,3.6622,35.7474,
25,5.5279,24.3961,4.0881,34.539,
26,6.4111,24.3556,3.7226,35.0056,
27,6.412,24.5492,3.7261,35.1984,
28,6.6499,24.7755,4.1043,36.0495,
29,6.6377,24.9575,4.1192,36.2263,
30,6.5792,25.1663,4.1725,36.4335,
31,6.8142,25.1015,4.1205,36.5521,
32,6.6998,25.876,4.2171,37.2842,
33,5.6507,25.6152,4.206,35.9903,
34,6.9688,25.8725,4.224,37.5788,
35,6.9762,26.3242,4.3222,38.1377,
36,7.1106,26.3677,3.9229,37.9186,
37,7.2003,26.6132,3.9294,38.2596,
38,7.2423,26.8549,4.2902,38.9046,
39,7.2307,27.0819,4.3509,39.1815,
40,7.2505,27.9235,4.3694,40.027,
41,7.2667,27.8026,4.445,40.0272,
42,7.3289,27.7322,4.4339,40.012,
43,7.3037,28.1491,4.126,40.1002,
44,7.167,28.3795,4.479,40.5368,
45,6.7319,28.8193,4.5528,40.6215,
46,6.2572,29.0194,4.5184,40.3157,
47,6.0233,29.3524,4.4914,40.3672,
48,8.1518,30.2194,4.1847,43.0909,
49,5.2615,30.1179,4.4624,40.3383,
50,5.189,30.1516,4.4912,40.3298,
51,5.2052,30.4183,4.1497,40.2901,
52,5.2548,30.546,4.5492,40.8656,
53,6.3697,31.0052,4.1722,42.0609,
54,5.2753,31.2011,4.6014,41.5873,
55,5.3624,31.6943,4.1816,41.7417,
56,8.1467,32.8138,4.6005,46.0344,
57,8.4939,32.1852,4.2233,45.4044,
58,8.4659,32.5589,4.2744,45.7963,
59,8.4134,32.9145,4.6858,46.5066,
60,8.7048,32.8768,4.6911,46.762,
61,8.8617,33.3342,4.7089,47.4022,
62,8.8015,33.347,4.8589,47.5074,
63,8.7394,33.6622,4.8897,47.796,
64,8.7271,34.6677,4.7865,48.6528,
65,8.7762,34.615,4.8795,48.7703,
66,8.9106,34.5898,4.4454,48.4488,
67,6.1014,34.7035,4.8386,46.1392,
68,8.9485,34.4167,4.4634,48.3172,
69,7.6227,34.4359,4.4729,47.0264,
70,9.0902,34.5817,4.8971,49.0654,
71,7.4209,34.8732,4.5096,47.2931,
72,8.8702,35.2209,4.5918,49.1551,
73,8.8471,35.0587,4.9818,49.383,
74,7.5435,35.1307,4.5257,47.6949,
75,7.8166,35.1623,4.5802,48.0604,
76,7.7352,35.1816,4.5595,47.9767,
77,7.2315,35.4175,4.9782,48.1235,
78,8.983,35.3997,4.995,49.8711,
79,6.0687,35.7178,5.0016,47.282,
80,8.9234,36.405,4.9435,50.7459,
81,8.9328,35.8033,4.6017,49.8476,
82,9.1451,35.8757,4.6102,50.1308,
83,6.9253,35.8934,5.0457,48.3653,
84,6.5311,35.8578,5.0125,47.9027,
85,6.6079,36.0212,5.0532,48.1861,
86,9.185,35.9628,5.0063,50.6632,
87,9.2305,35.9261,4.6502,50.3039,
88,9.2291,36.4534,5.0237,51.1816,
89,8.065,36.1282,4.9869,49.6815,
90,6.6579,35.8952,4.6565,47.7027,
91,6.8238,36.0406,5.0793,48.4372,
92,9.0184,36.0225,5.1239,50.6644,
93,9.1349,36.1917,5.0888,50.9207,
94,7.9114,36.4184,5.0861,49.9191,
95,9.0671,36.0358,4.6657,50.2722,
96,9.1613,36.0909,5.0938,50.8611,
97,9.1544,36.2037,5.0821,50.9427,
98,9.196,36.0804,4.6904,50.465,
99,7.3613,36.1652,5.0974,49.1165,
100,6.4066,36.3415,5.0713,48.3155,
101,9.1527,36.3812,4.8299,50.8675,
102,9.2749,36.2732,4.6823,50.7179,
103,9.2243,36.3134,5.1564,51.1938,
104,8.8234,36.901,4.7407,50.9292,
105,9.1277,36.6513,5.1104,51.3854,
106,6.0154,36.7808,5.1162,48.4133,
107,5.6996,36.2946,5.1236,47.6146,
108,9.3347,36.6348,5.1247,51.5863,
109,9.1385,36.2771,5.0763,50.987,
110,9.1441,36.2371,5.0862,50.976,
111,9.321,36.2902,4.7185,50.8322,
112,9.5497,36.5436,5.1407,51.7,
113,9.3122,36.3985,4.8249,51.0425,
114,6.1431,36.2166,4.7242,47.5769,
115,9.1881,36.2267,4.7076,50.6176,
116,7.8695,36.3914,4.711,49.472,
117,9.1454,36.4986,5.0753,51.2206,
118,7.2183,36.6652,5.1061,49.4874,
119,9.1272,36.292,5.0914,51.0094,
120,9.4067,36.8533,5.1394,51.8764,
121,5.967,36.4154,5.1123,48.0618,
122,6.0223,36.6074,5.1767,48.308,
123,5.7177,36.8131,5.1234,48.144,
124,9.1895,36.3589,4.7235,50.7643,
125,9.2292,36.45,5.1225,51.3011,
126,7.3253,36.4563,4.6913,48.9703,
127,6.4376,36.639,5.1207,48.705,
128,9.0366,36.5386,5.1184,51.1621,
129,9.2791,36.4856,5.1285,51.3909,
130,9.0928,36.5442,5.4011,51.5356,
131,6.6716,36.258,5.1636,48.5903,
132,6.041,36.3224,5.175,48.0416,
133,5.9327,36.4792,4.7188,47.6383,
134,6.305,36.6194,4.7293,48.1564,
135,6.1646,36.5365,5.164,48.3655,
136,8.4871,36.6603,5.1394,50.7628,
137,9.2855,36.382,5.1241,51.2934,
138,9.1791,36.3486,5.0767,51.0964,
139,7.3853,36.3534,4.6907,48.9285,
140,6.5869,36.356,4.711,48.1593,
141,6.3443,36.3803,5.1621,48.3973,
142,9.2593,36.3899,5.1086,51.2613,
143,9.2209,36.5432,5.0854,51.3554,
144,9.4005,36.3894,5.1377,51.4343,
145,6.7539,36.8552,5.0884,49.1952,
146,5.7678,36.5041,4.7166,47.4879,
147,6.1719,36.5311,5.0868,48.2907,
148,9.2979,36.5257,5.1715,51.4938,
149,9.2745,36.4866,5.1337,51.3961,
150,6.9117,36.4693,5.1431,49.0331,
151,5.9333,36.3863,5.1524,47.9692,
152,9.055,36.3967,5.118,51.0522,
153,6.1629,36.5271,4.7595,47.9554,
154,9.2855,36.3583,5.1863,51.3305,
155,9.2573,36.4085,4.7062,50.8714,
156,9.1966,36.3934,5.2077,51.2981,
157,9.2857,36.3514,4.7419,50.8846,
158,9.2591,36.5342,4.7381,51.0259,
159,9.1833,36.5621,4.7058,50.9379,
160,9.3706,36.3818,4.7095,50.9446,
161,7.1989,36.3724,4.7186,48.7908,
162,6.6699,36.4374,4.7237,48.3328,
163,6.2704,36.3627,4.7179,47.8438,
164,9.2213,36.3358,4.716,50.7706,
165,6.8185,36.7237,5.1079,49.1495,
166,6.387,36.3142,4.7169,47.9154,
167,6.4896,36.1488,4.7168,47.8533,
168,9.1063,36.388,5.1293,51.1,
169,6.6574,36.5936,5.2207,48.9773,
170,5.9102,36.5976,5.1392,48.1456,
171,5.7891,36.4614,4.6931,47.4429,
172,6.1391,36.5659,4.8225,48.0286,
173,9.1131,36.1811,4.7993,50.5939,
