0,0.0064,0.1877,0.5591,0.0764,0.0047,0.2343,0,0.0798,0.1109,0.0002,0.2704,0.7917,0.1176,1.6782,2.995,0.4212,5.1577,
1,0.0063,0.2201,0.575,0.0429,0.0036,0.2233,0.0001,0.0626,0.1053,0.0003,0.1715,0.625,0.135,1.5718,3.135,0.4953,5.2785,
2,0.0058,0.2243,0.5528,0.0523,0.002,0.2213,0.0001,0.0586,0.1043,0.0002,0.1641,0.6216,0.1154,1.5294,3.1015,0.5051,5.205,
3,0.006,0.1814,0.6049,0.0524,0.0042,0.225,0.0001,0.0639,0.1083,0.0002,0.1824,0.6527,0.1143,1.5664,2.7548,0.4176,4.8063,
4,0.0056,0.2013,0.5253,0.0415,0.0049,0.2298,0.0001,0.06,0.1061,0.0002,0.1667,0.624,0.1147,1.4775,2.9179,0.4808,4.9462,
5,0.0058,0.0887,0.5253,0.0458,0.0036,0.2174,0.0001,0.0669,0.1029,0.0002,0.1649,0.6135,0.1137,1.3558,3.0741,0.5005,4.9962,
6,0.0057,0.0983,0.5766,0.0453,0.0023,0.2203,0.0001,0.0582,0.1088,0.0002,0.1571,0.6089,0.1292,1.4299,3.1578,0.5683,5.2225,
7,0.0057,0.2047,0.551,0.06,0.0043,0.2688,0.0001,0.058,0.1096,0.0003,0.1644,0.6818,0.1051,1.5587,2.7838,0.4683,4.8831,
8,0.0061,0.2263,0.5225,0.0526,0.0015,0.2701,0.0001,0.0728,0.1168,0.0002,0.1759,0.7091,0.1161,1.5958,3.3132,0.538,5.5228,
9,0.0058,0.2142,0.5647,0.0543,0.0024,0.2305,0.0001,0.0646,0.1155,0.0002,0.2334,0.7166,0.1142,1.6261,3.0708,0.5038,5.2721,
10,0.0056,0.2142,0.5527,0.0493,0.0022,0.2765,0,0.0718,0.1053,0.0003,0.1706,0.692,0.1119,1.5865,3.1982,0.5499,5.4069,
11,0.0057,0.2096,0.5689,0.0553,0.0036,0.2714,0.0001,0.0599,0.1133,0.0003,0.1657,0.6865,0.1228,1.6032,2.8149,0.505,4.995,
12,0.0059,0.1996,0.5179,0.0634,0.0018,0.2216,0.0001,0.0653,0.1081,0.0001,0.1617,0.6362,0.1118,1.4817,3.2804,0.4695,5.3055,
13,0.0056,0.202,0.5172,0.0512,0.0018,0.26,0.0001,0.0614,0.1846,0.0002,0.1652,0.7385,0.1326,1.6053,3.3334,0.5694,5.581,
14,0.0057,0.2039,0.5352,0.0515,0.0031,0.2711,0.0001,0.0649,0.109,0.0002,0.1749,0.691,0.1158,1.5614,3.3634,0.5555,5.5516,
15,0.0056,0.2131,0.5647,0.0572,0.0017,0.256,0.0001,0.0606,0.1091,0.0001,0.1644,0.6584,0.1119,1.5653,3.4163,0.565,5.6222,
16,0.006,0.1026,0.5464,0.0534,0.0016,0.2737,0.0001,0.0669,0.1103,0.0002,0.1531,0.6747,0.1044,1.4448,3.5968,0.5843,5.6988,
17,0.0058,0.2138,0.5708,0.059,0.0048,0.2181,0.0001,0.0545,0.1244,0.0002,0.1649,0.6383,0.1063,1.5429,3.5056,0.5869,5.7104,
18,0.0057,0.2058,0.5586,0.0523,0.0035,0.2671,0.0001,0.055,0.1224,0.0003,0.16,0.6763,0.1302,1.5873,3.1776,0.5055,5.3516,
19,0.0057,0.2527,0.5471,0.0546,0.0037,0.2736,0.0001,0.0558,0.1139,0.0002,0.1594,0.6779,0.1219,1.6176,3.503,0.5932,5.7862,
20,0.0058,0.2007,0.5172,0.0582,0.0027,0.2784,0.0001,0.0584,0.2535,0.0003,0.1914,0.8605,0.1096,1.7029,3.6851,0.4821,5.9438,
21,0.006,0.2012,0.5511,0.0568,0.0021,0.2858,0.0001,0.0681,0.1416,0.0002,0.1639,0.7316,0.1015,1.6009,3.6384,0.575,5.8896,
22,0.0057,0.2134,0.5532,0.0536,0.0018,0.2878,0.0001,0.0677,0.1364,0.0003,0.1816,0.7485,0.1213,1.6521,3.2165,0.5023,5.4451,
23,0.0058,0.2089,0.5351,0.0579,0.0041,0.2508,0.0001,0.0526,0.1413,0.0002,0.1692,0.692,0.1181,1.5707,3.5448,0.5742,5.7597,
24,0.0065,0.2016,0.6041,0.0522,0.002,0.2836,0.0001,0.0727,0.1282,0.0003,0.1677,0.7235,0.116,1.6643,3.956,0.59,6.288,
25,0.0062,0.2178,0.5764,0.0583,0.0022,0.3021,0,0.0644,0.1428,0.0003,0.1753,0.7601,0.1174,1.6928,3.931,0.5783,6.2758,
26,0.0061,0.2105,0.5373,0.0567,0.0019,0.2908,0.0001,0.063,0.138,0.0002,0.161,0.7277,0.1198,1.6114,3.7443,0.5122,5.9428,
27,0.0062,0.2057,0.5583,0.0524,0.0036,0.2711,0,0.0663,0.1342,0.0003,0.182,0.7246,0.1138,1.623,4.0608,0.5069,6.2639,
28,0.0063,0.1952,0.5491,0.057,0.0045,0.2889,0.0001,0.062,0.1333,0.0002,0.1716,0.7367,0.1131,1.6098,3.6127,0.5021,5.7948,
29,0.0058,0.2071,0.5429,0.0566,0.0042,0.3293,0.0001,0.0609,0.1417,0.0002,0.1742,0.7841,0.1133,1.6625,3.9427,0.5028,6.1767,
30,0.0056,0.1951,0.5258,0.0545,0.002,0.2892,0,0.0607,0.1329,0.0002,0.1722,0.723,0.1236,1.5819,4.1311,0.518,6.3016,
31,0.0058,0.2043,0.5797,0.0559,0.0032,0.2399,0.0001,0.0649,0.1441,0.0002,0.1827,0.7052,0.1022,1.6061,3.3868,0.5822,5.6455,
